date,open,high,low,close
2026-01-02,198.7234,199.4094,198.3545,198.9673
2026-01-05,198.9673,199.1863,197.9889,197.9915
2026-01-06,197.9915,198.4469,197.574,198.4335
2026-01-07,198.4335,199.4108,197.8512,199.0986
2026-01-08,199.0986,201.1699,198.7815,200.7083
2026-01-09,200.7083,201.4985,200.353,200.3998
2026-01-12,200.3998,200.4283,199.5595,199.8604
2026-01-13,199.8604,199.9967,199.6163,199.8431
2026-01-14,199.8431,200.2219,199.3759,199.6231
2026-01-15,199.6231,200.3544,199.2865,199.7582
2026-01-16,199.7582,202.0861,199.4431,201.3868
2026-01-19,201.3868,203.2766,201.008,203.1307
2026-01-20,203.1307,205.0952,202.8743,204.198
2026-01-21,204.198,207.4952,203.9124,207.3951
2026-01-22,207.3951,209.6391,206.8537,209.2305
2026-01-23,209.2305,209.2464,208.9241,209.0967
2026-01-26,209.0967,210.6523,208.9832,210.1908
2026-01-27,210.1908,210.9989,210.0437,210.4104
2026-01-28,210.4104,210.5108,209.5035,209.7033
2026-01-29,209.7033,210.0858,209.129,209.3735
2026-01-30,209.3735,211.2969,209.035,210.0969
2026-02-02,210.0969,210.5959,209.485,209.6537
2026-02-03,209.6537,210.2672,207.8246,208.4472
2026-02-04,208.4472,209.4402,207.9395,209.2432
2026-02-05,209.2432,210.1141,209.2233,210.1
2026-02-06,210.1,211.0019,208.7469,208.9229
2026-02-09,208.9229,210.0406,207.9509,209.3018
2026-02-10,209.3018,211.5787,208.9855,211.2193
2026-02-11,211.2193,211.3413,209.1845,209.5766
2026-02-12,209.5766,209.7331,208.3559,209.0903
2026-02-13,209.0903,209.5779,208.8148,209.1472
2026-02-16,209.1472,209.5684,207.2189,207.5716
2026-02-17,207.5716,207.7093,205.6379,206.0887
2026-02-18,206.0887,206.1912,205.0533,205.5216
2026-02-19,205.5216,205.5746,205.4011,205.5156
2026-02-20,205.5156,206.0793,203.1388,203.654
2026-02-23,203.654,204.4145,203.4923,204.0283
2026-02-24,204.0283,204.099,201.8378,202.2428
2026-02-25,202.2428,202.8061,202.2017,202.7249
2026-02-26,202.7249,205.4385,202.4036,205.3573
2026-02-27,205.3573,205.3748,204.9458,205.2584
2026-03-02,205.2584,205.438,202.5657,203.2143
2026-03-03,203.2143,203.4199,201.9825,202.3542
2026-03-04,202.3542,204.1562,202.2802,203.2981
2026-03-05,203.2981,204.5059,202.8508,204.0671
2026-03-06,204.0671,207.4055,204.0334,206.9835
2026-03-09,206.9835,209.5723,206.7729,208.693
2026-03-10,208.693,209.6938,208.4924,209.5855
2026-03-11,209.5855,209.7884,208.3737,208.5188
2026-03-12,208.5188,210.2235,208.1584,209.6037
2026-03-13,209.6037,212.0791,209.2486,211.8438
2026-03-16,211.8438,215.9579,211.5473,214.9635
2026-03-17,214.9635,216.8343,214.4085,216.6909
2026-03-18,216.6909,217.9294,216.1001,217.0462
2026-03-19,217.0462,217.4883,215.6553,216.1663
2026-03-20,216.1663,216.7308,215.9734,216.4753
2026-03-23,216.4753,217.5739,216.1531,217.2223
2026-03-24,217.2223,217.3019,215.8038,215.9698
2026-03-25,215.9698,216.6668,215.6125,216.2084
2026-03-26,216.2084,216.2693,214.9818,215.001
2026-03-27,215.001,216.4111,214.7763,215.8867
2026-03-30,215.8867,216.5079,213.8933,213.9903
2026-03-31,213.9903,214.4303,213.5546,214.0263
2026-04-01,214.0263,214.9206,213.5378,214.3936
2026-04-02,214.3936,214.8884,213.1484,213.3853
2026-04-03,213.3853,213.4657,212.5878,212.8281
2026-04-06,212.8281,216.4081,212.5488,215.259
2026-04-07,215.259,217.1218,214.9684,216.014
2026-04-08,216.014,216.8565,214.4775,214.7501
2026-04-09,214.7501,215.1356,214.3367,214.675
2026-04-10,214.675,216.0992,213.8947,215.9247
2026-04-13,215.9247,217.7357,215.5777,217.3202
2026-04-14,217.3202,217.8381,217.0161,217.3815
2026-04-15,217.3815,218.9308,216.8555,218.8262
2026-04-16,218.8262,220.3032,218.1641,219.5245
2026-04-17,219.5245,220.3772,219.3378,220.0609
2026-04-20,220.0609,220.8954,218.5434,218.9257
2026-04-21,218.9257,220.6633,218.5823,220.299
2026-04-22,220.299,220.5813,219.1526,219.6851
2026-04-23,219.6851,219.7892,217.8692,218.271
2026-04-24,218.271,219.5867,217.8129,219.1633
2026-04-27,219.1633,220.3915,217.9247,219.9517
2026-04-28,219.9517,220.6748,219.7219,220.2548
2026-04-29,220.2548,222.0297,220.1962,221.5021
2026-04-30,221.5021,222.129,219.5274,219.6835
2026-05-01,219.6835,221.9831,218.5897,220.6864
2026-05-04,220.6864,222.3932,220.5162,221.4527
2026-05-05,221.4527,221.8731,220.6209,221.8652
2026-05-06,221.8652,222.1884,220.1866,220.4822
2026-05-07,220.4822,220.7848,220.1996,220.6843
2026-05-08,220.6843,220.6865,219.1638,219.2882
2026-05-11,219.2882,219.6315,218.9151,219.1466
2026-05-12,219.1466,219.2041,217.3454,217.4132
2026-05-13,217.4132,217.5306,216.9897,217.1467
2026-05-14,217.1467,217.1917,215.2292,215.8497
2026-05-15,215.8497,215.9087,213.66,213.7726
2026-05-18,213.7726,214.2705,212.1015,212.7925
2026-05-19,212.7925,213.1474,212.587,212.853
2026-05-20,212.853,214.6858,212.7751,213.8782
2026-05-21,213.8782,214.6791,212.6668,212.9088
2026-05-22,212.9088,213.1899,211.6873,211.7171
2026-05-25,211.7171,211.8369,209.7892,210.6219
2026-05-26,210.6219,211.3709,210.1502,211.1531
2026-05-27,211.1531,212.1618,211.0906,211.9273
2026-05-28,211.9273,212.1322,211.0275,211.938
2026-05-29,211.938,211.9848,211.545,211.6914
2026-06-01,211.6914,212.1092,210.8403,211.3964
2026-06-02,211.3964,211.8755,210.5059,210.9519
2026-06-03,210.9519,211.8304,210.9293,211.4175
2026-06-04,211.4175,211.8938,209.7229,210.0468
2026-06-05,210.0468,210.3179,207.1228,208.3501
2026-06-08,208.3501,208.802,207.1724,208.2893
2026-06-09,208.2893,208.3082,208.1612,208.1648
2026-06-10,208.1648,210.1327,207.958,209.7768
2026-06-11,209.7768,210.9572,209.7289,210.7735
2026-06-12,210.7735,211.3059,208.475,208.6461
2026-06-15,208.6461,209.4186,205.8825,206.0954
2026-06-16,206.0954,207.7112,205.8539,207.2249
2026-06-17,207.2249,209.2891,206.6258,208.4983
2026-06-18,208.4983,208.7653,207.4899,207.7047
2026-06-19,207.7047,208.716,207.457,208.2551
2026-06-22,208.2551,210.4653,207.7536,209.8551
2026-06-23,209.8551,211.1708,209.2678,210.4196
2026-06-24,210.4196,210.865,208.6257,208.8931
2026-06-25,208.8931,210.7892,208.2789,209.9234
2026-06-26,209.9234,210.804,208.5324,208.6696
2026-06-29,208.6696,210.0914,208.5755,209.9039
2026-06-30,209.9039,211.0095,209.8282,210.4742
2026-07-01,210.4742,212.2963,209.9064,211.3259
2026-07-02,211.3259,211.5903,211.0087,211.0554
2026-07-03,211.0554,211.3612,210.3801,210.4556
2026-07-06,210.4556,210.5335,209.1336,209.7932
2026-07-07,209.7932,211.1929,209.7217,210.7896
2026-07-08,210.7896,210.9747,210.4894,210.8967
2026-07-09,210.8967,211.0186,209.8296,210.0175
2026-07-10,210.0175,212.4047,209.6188,212.1636
2026-07-13,212.1636,212.448,210.1569,210.5793
2026-07-14,210.5793,211.0805,208.9896,209.1854
2026-07-15,209.1854,209.4608,206.4644,207.1884
2026-07-16,207.1884,209.4061,206.7443,208.7683
2026-07-17,208.7683,209.5071,208.2236,209.1232
2026-07-20,209.1232,209.3564,206.9243,207.5804
2026-07-21,207.5804,208.0034,207.1567,207.5976
2026-07-22,207.5976,209.1511,207.4515,209.0749
